5.0001	-92.42869
5.02525	-160.55159
5.0504	-150.70324
5.07556	-102.83073
5.10071	-22.96214
5.12586	11.95523
5.15101	28.94663
5.17616	-30.963
5.20131	136.25096
5.22647	-190.36253
5.25162	-141.82901
5.27677	-116.0998
5.30192	96.84853
5.32707	-76.96091
5.35223	-89.4822
5.37738	188.2607
5.40253	-171.68661
5.42768	81.69778
5.45283	124.43547
5.47798	6.54778
5.50314	28.07725
5.52829	42.00125
5.55344	55.36197
5.57859	-60.8205
5.60374	-96.52637
5.6289	-33.71566
5.65405	14.58964
5.6792	-11.57089
5.70435	-13.17867
5.7295	20.78457
5.75465	-86.6632
5.77981	15.51519
5.80496	57.29799
5.83011	271.72192
5.85526	88.80372
5.88041	20.55986
5.90557	97.02532
5.93072	73.17821
5.95587	104.05301
5.98102	-54.33501
6.00617	60.02909
6.03132	-19.84006
6.05648	-273.90988
6.08163	192.79716
6.10678	-103.68692
6.13193	47.65133
6.15708	1.82504
6.18224	-14.13509
6.20739	-84.25233
6.23254	-49.49653
6.25769	-83.85576
6.28284	-122.3184
6.30799	30.12686
6.33315	49.50866
6.3583	-197.19756
6.38345	-56.96374
6.4086	-122.77977
6.43375	-26.63586
6.45891	-116.50495
6.48406	-69.41295
6.50921	150.66661
6.53436	76.7423
6.55951	29.82243
6.58466	51.91497
6.60982	55.04516
6.63497	160.1853
6.66012	179.36
6.68527	264.57605
6.71042	164.83992
6.73558	190.1754
6.76073	258.55313
6.78588	297.99629
6.81103	380.51014
6.83618	385.09963
6.86133	455.76943
6.88649	606.54171
6.91164	753.38492
6.93679	894.3206
6.96194	1091.35219
6.98709	1387.48285
7.01225	1446.7334
7.0374	1756.07044
7.06255	2135.51415
7.0877	2546.06647
7.11285	3028.72903
7.138	3608.50316
7.16316	4603.40816
7.18831	5909.40826
7.21346	8109.5221
7.23861	9682.7498
7.26376	9015.09117
7.28892	4905.56423
7.31407	2547.13123
7.33922	1553.80954
7.36437	1037.59776
7.38952	558.49419
7.41467	315.49683
7.43983	164.62212
7.46498	90.83001
7.49013	31.13629
7.51528	117.53776
7.54043	-31.96912
7.56559	57.6308
7.59074	74.29554
7.61589	10.03959
7.64104	97.85823
7.66619	5.74641
7.69134	-50.30117
7.7165	143.72894
7.74165	-51.20738
7.7668	47.90273
7.79195	-113.94729
7.8171	-132.76428
7.84226	-64.5362
7.86741	109.69114
7.89256	88.92918
7.91771	48.16984
7.94286	131.40478
7.96802	88.64451
7.99317	118.8417
8.01832	148.00629
8.04347	134.12869
8.06862	311.19904
8.09377	412.20717
8.11893	405.16164
8.14408	636.01356
8.16923	746.77091
8.19438	805.42232
8.21953	916.9561
8.24469	1259.37908
8.26984	1450.64127
8.29499	1900.74896
8.32014	2573.68923
8.34529	3636.4489
8.37044	5020.01447
8.3956	4745.39051
8.42075	2758.52606
8.4459	1365.42517
8.47105	900.07314
8.4962	492.45494
8.52136	416.57314
8.54651	250.37625
8.57166	136.86632
8.59681	145.02714
8.62196	127.84218
8.64711	36.29461
8.67227	55.38433
8.69742	15.05967
8.72257	31.32007
8.74772	46.1475
8.77287	60.52361
8.79803	45.44593
8.82318	24.86297
8.84833	91.77183
8.87348	36.15297
8.89863	1.98652
8.92378	140.25232
8.94894	62.94478
8.97409	-12.98685
8.99924	2.45148
9.02439	-112.76163
9.04954	-104.64782
9.0747	-54.21555
9.09985	4.48554
9.125	-54.55332
9.15015	-46.355
9.1753	20.0573
9.20045	-25.3399
9.22561	-120.55872
9.25076	-39.64696
9.27591	8.38301
9.30106	-37.49352
9.32621	11.69845
9.35137	-16.05655
9.37652	4.1958
9.40167	34.43982
9.42682	-36.35072
9.45197	81.79768
9.47712	89.85819
9.50228	-15.189
9.52743	8.61361
9.55258	45.24605
9.57773	39.68029
9.60288	62.888
9.62804	58.84544
9.65319	105.51337
9.67834	100.86793
9.70349	75.8796
9.72864	70.51853
9.75379	77.75456
9.77895	172.55887
9.8041	31.89687
9.82925	28.7397
9.8544	44.05601
9.87955	78.81414
9.90471	89.98067
9.92986	28.52557
9.95501	71.41548
9.98016	110.61751
10.0053	99.10262
